HOLE.ID,LOCATIONX,LOCATIONY,LOCATIONZ,LENGTH,LEVEL,AREA,ROCKCODE,SAMP_BY,DATE_SAMP,TENEMENT
DNM_690_E3_027,614193.25,814786.07,690,1,NA,DONS,530,,,
DNM_690_E3_028,614195.01,814785.15,690,1,NA,DONS,530,,,
DNM_690_E3_029,614196.71,814784.08,690,1,NA,DONS,530,,,
DNM_690_E3_030,614198.33,814782.98,690,1,NA,DONS,530,,,
DNM_690_E3_031,614199.87,814781.74,690,1,NA,DONS,530,,,
DNM_690_E3_032,614201.3,814780.47,690,1,NA,DONS,530,,,
DNM_690_E3_033,614202.83,814779.15,690,1,NA,DONS,530,,,
DNM_690_E3_034,614204.37,814777.82,690,1,NA,DONS,530,,,
DNM_690_E3_035,614205.94,814776.64,690,1,NA,DONS,530,,,
DNM_690_E3_036,614207.36,814775.22,690,1,NA,DONS,530,,,
DNM_690_E3_037,614208.86,814773.78,690,1,NA,DONS,530,,,
DNM_690_E3_038,614210.49,814772.58,690,1,NA,DONS,530,,,
DNM_690_E3_039,614211.88,814771.62,690,1,NA,DONS,530,,,
DNM_690_E3_040,614213.88,814770.39,690,1,NA,DONS,530,,,
DNM_690_E3_041,614215.54,814769.47,690,1,NA,DONS,530,,,
DNM_690_E3_042,614217.74,814768.46,690,1,NA,DONS,530,,,
DNM_690_E3_043,614219.69,814767.75,690,1,NA,DONS,530,,,
DNM_690_E3_044,614221.56,814766.96,690,1,NA,DONS,530,,,
DNM_690_E3_045,614225.21,814765.35,690,1,NA,DONS,530,,,
DNM_690_E3_046,614226.69,814764.1,690,1.5,NA,DONS,530,,,
DNM_690_E3_047,614228.12,814762.68,690,1,NA,DONS,530,,,
DNM_690_E3_048,614229.49,814761.34,690,1,NA,DONS,530,,,
DNM_690_E3_049,614231.11,814760.14,690,1,NA,DONS,530,,,
DNM_690_E3_050,614233.06,814759.57,690,2.9,NA,DONS,530,,,
DNM_690_E3_051,614234.97,814758.97,690,2,NA,DONS,530,,,
DNM_690_E3_052,614236.94,814758.41,690,1,NA,DONS,530,,,
DNM_690_E3_053,614238.75,814757.48,690,1,NA,DONS,530,,,
DNM_690_E3_054,614240.51,814756.48,690,1,NA,DONS,530,,,
DNM_690_E3_055,614242.22,814755.6,690,1,NA,DONS,530,,,
DNM_690_E3_056,614244.9,814754.32,690,1,NA,DONS,530,,,
DNM_690_E3_057,614246.69,814753.52,690,1.2,NA,DONS,530,,,
DNM_690_E3_058,614248.48,814752.8,690,1,NA,DONS,530,,,
DNM_690_E3_059,614250.37,814751.96,690,1,NA,DONS,530,,,
DNM_690_E3_060,614252.14,814751.12,690,1,NA,DONS,530,,,
DNM_690_E3_061,614253.97,814750.33,690,1,NA,DONS,530,,,
DNM_690_E3_062,614255.8,814749.58,690,1,NA,DONS,530,,,
DNM_690_E3_063,614257.66,814748.8,690,1.8,NA,DONS,530,,,
DNM_690_E3_064,614259.38,814747.87,690,1,NA,DONS,530,,,
DNM_690_E3_065,614261.28,814747.05,690,1,NA,DONS,530,,,
DNM_690_E3_066,614263.14,814746.19,690,1,NA,DONS,530,,,
DNM_690_E3_067,614268.67,814743.61,690,1,NA,DONS,530,,,
DNM_690_E3_068,614270.35,814742.58,690,1,NA,DONS,530,,,
DNM_690_E3_069,614271.97,814741.41,690,1,NA,DONS,530,,,
DNM_690_E3_070,614273.46,814740.08,690,2,NA,DONS,530,,,
DNM_690_E3_071,614274.96,814738.85,690,1,NA,DONS,530,,,
DNM_690_E3_072,614276.61,814737.61,690,1.45,NA,DONS,530,,,
DNM_690_E3_073,614283.81,814728.35,690,1,NA,DONS,530,,,
DNM_690_E3_074,614284.93,814726.58,690,1,NA,DONS,530,,,
DNM_690_E3_075,614288.37,814722.25,690,1,NA,DONS,530,,,
DNM_690_E3_076,614289.85,814720.74,690,1,NA,DONS,530,,,
DNM_690_E3_077,614291.19,814719.36,690,2.3,NA,DONS,530,,,
DNM_690_E3_078,614292.6,814718.2,690,1,NA,DONS,530,,,
DNM_690_E3_079,614294.54,814717.05,690,1,NA,DONS,530,,,
DNM_690_E3_080,614296.64,814716.59,690,2.5,NA,DONS,530,,,
DNM_690_E3_081,614298.59,814715.79,690,1.8,NA,DONS,530,,,
DNM_690_E3_082,614300.44,814714.97,690,1,NA,DONS,530,,,
DNM_690_E3_083,614302.13,814714.21,690,1,NA,DONS,530,,,
DNM_690_E3_084,614304.09,814713.64,690,1,NA,DONS,530,,,
DNM_690_E3_085,614305.89,814712.65,690,1,NA,DONS,530,,,
DNM_690_E3_086,614307.49,814711.55,690,1,NA,DONS,530,,,
DNM_690_E3_087,614309.34,814710.75,690,1,NA,DONS,530,,,
DNM_690_E3_088,614311.44,814710.03,690,1,NA,DONS,530,,,
DNM_690_E3_089,614313.51,814709.59,690,1,NA,DONS,530,,,
DNM_690_E3_090,614315.5,814709.21,690,1.2,NA,DONS,530,,,
DNM_690_E3_091,614317.33,814708.5,690,1.8,NA,DONS,530,,,
DNM_690_E3_092,614319.32,814708.15,690,1.5,NA,DONS,530,,,
DNM_690_E3_093,614321.13,814707.81,690,1,NA,DONS,530,,,
DNM_690_E3_094,614323.08,814707.4,690,1,NA,DONS,530,,,
DNM_690_E3_095,614325.01,814706.85,690,1.6,NA,DONS,530,,,
DNM_690_E3_096,614326.95,814706.36,690,2.2,NA,DONS,530,,,
DNM_690_E3_097,614329.12,814706.26,690,1,NA,DONS,530,,,
DNM_690_E3_098,614331.16,814706.08,690,2.8,NA,DONS,530,,,
DNM_690_E3_099,614333.48,814705.08,690,2.48,NA,DONS,530,,,
DNM_690_E3_100,614334.14,814703.24,690,2.4,NA,DONS,530,,,
DNM_690_E3_101,614334.69,814701.45,690,1,NA,DONS,530,,,
DNM_690_E3_102,614335.89,814699.65,690,1,NA,DONS,530,,,
DNM_690_E3_103,614337.04,814698.21,690,1,NA,DONS,530,,,
DNM_690_E3_104,614338.19,814696.44,690,1.7,NA,DONS,530,,,
DNM_690_E3_105,614339.36,814695.01,690,1.8,NA,DONS,530,,,
DNM_690_E3_106,614340.72,814693.43,690,1.6,NA,DONS,530,,,
DNM_690_E3_107,614342.09,814691.93,690,1.8,NA,DONS,530,,,
DNM_690_E3_108,614343.89,814690.07,690,1,NA,DONS,530,,,
DNM_690_E3_109,614345.15,814688.62,690,1,NA,DONS,530,,,
DNM_690_E3_110,614346.59,814687.23,690,1.3,NA,DONS,530,,,
DNM_690_E3_111,614348.02,814685.82,690,1.2,NA,DONS,530,,,
DNM_690_E3_112,614349.67,814684.24,690,2.2,NA,DONS,530,,,
DNM_690_E3_113,614350.77,814682.42,690,2.35,NA,DONS,530,,,
DNM_690_E3_114,614351.86,814680.75,690,2,NA,DONS,530,,,
DNM_690_E3_115,614352.98,814679.34,690,2.05,NA,DONS,530,,,
DNM_690_E3_116,614353.79,814678.59,690,1,NA,DONS,530,,,
DNM_690_E3_117,614355.23,814677.37,690,1,NA,DONS,530,,,
DNM_690_E3_118,614356.7,814676.1,690,1,NA,DONS,530,,,
DNM_690_E3_119,614487.94,814647.96,690,1,NA,DONS,530,,,
DNM_690_E3_120,614489.14,814647.81,690,1,NA,DONS,530,,,
DNM_690_E3_121,614490.18,814647.81,690,1,NA,DONS,530,,,
DNM_690_E3_122,614491.17,814647.61,690,1,NA,DONS,530,,,
DNM_690_E3_123,614491.99,814647.44,690,1,NA,DONS,530,,,
DNM_690_E3_124,614492.81,814647.22,690,1,NA,DONS,530,,,
DNM_690_E3_125,614493.85,814647,690,1,NA,DONS,530,,,
DNM_690_E3_126,614494.82,814646.88,690,1.6,NA,DONS,530,,,
DNM_690_E3_127,614495.81,814646.75,690,1,NA,DONS,530,,,
DNM_690_E3_128,614496.84,814646.47,690,1,NA,DONS,530,,,
DNM_690_E3_129,614497.37,814646.24,690,1,NA,DONS,530,,,
DNM_690_E3_130,614497.93,814646.03,690,1.6,NA,DONS,530,,,
DNM_690_E3_131,614498.93,814645.66,690,1,NA,DONS,530,,,
DNM_690_E3_132,614499.9,814645.29,690,1,NA,DONS,530,,,
DNM_690_E3_133,614500.85,814644.93,690,2,NA,DONS,530,,,
DNM_690_E3_134,614501.84,814644.64,690,2.1,NA,DONS,530,,,
DNM_690_E3_135,614502.83,814644.37,690,1.6,NA,DONS,530,,,
DNM_690_E3_136,614503.7,814644.17,690,1.9,NA,DONS,530,,,
DNM_690_E3_137,614504.79,814643.84,690,2.05,NA,DONS,530,,,
DNM_690_E3_138,614505.64,814643.68,690,2.1,NA,DONS,530,,,
DNM_690_E3_139,614506.52,814643.44,690,1,NA,DONS,530,,,
DNM_690_E3_140,614507.53,814643.25,690,1,NA,DONS,530,,,
DNM_690_E3_141,614508.65,814643.14,690,1.1,NA,DONS,530,,,
DNM_690_E3_142,614509.48,814643.17,690,1,NA,DONS,530,,,
DNM_690_E3_143,614510.46,814643.21,690,1,NA,DONS,530,,,
DNM_690_E3_144,614522.92,814644.34,690,1.2,NA,DONS,530,,,
DNM_690_E3_145,614523.79,814644,690,2,NA,DONS,530,,,
DNM_690_E3_146,614524.85,814643.63,690,2.1,NA,DONS,530,,,
DNM_690_E3_147,614525.68,814643.21,690,2,NA,DONS,530,,,
DNM_690_E3_148,614526.63,814642.94,690,1,NA,DONS,530,,,
DNM_690_E3_149,614527.64,814642.76,690,1,NA,DONS,530,,,
DNM_690_E3_150,614528.57,814642.61,690,1,NA,DONS,530,,,
DNM_690_E3_151,614529.55,814642.29,690,1,NA,DONS,530,,,
DNM_690_E3_152,614530.48,814641.96,690,1,NA,DONS,530,,,
DNM_690_E3_153,614531.46,814641.71,690,1,NA,DONS,530,,,
DNM_690_E3_154,614532.38,814641.42,690,1,NA,DONS,530,,,
DNM_690_E3_155,614533.2,814641.21,690,2,NA,DONS,530,,,
DNM_690_E3_156,614534.19,814641.04,690,2,NA,DONS,530,,,
DNM_690_E3_157,614535.18,814640.82,690,2.2,NA,DONS,530,,,
DNM_690_E3_158,614536.1,814640.51,690,1,NA,DONS,530,,,
DNM_690_E3_159,614538.15,814639.91,690,1.1,NA,DONS,530,,,
DNM_690_E3_160,614538.94,814639.5,690,1.8,NA,DONS,530,,,
DNM_690_E3_161,614539.48,814639.12,690,1.8,NA,DONS,530,,,
DNM_690_E3_162,614540.2,814638.59,690,1.9,NA,DONS,530,,,
DNM_690_E3_163,614540.9,814637.92,690,1.9,NA,DONS,530,,,
DNM_690_E3_164,614541.69,814637.03,690,1,NA,DONS,530,,,
DNM_690_E3_165,614542.24,814636.33,690,1,NA,DONS,530,,,
DNM_690_E3_166,614542.9,814635.5,690,1,NA,DONS,530,,,
DNM_690_E3_167,614543.57,814634.67,690,1,NA,DONS,530,,,
DNM_690_E3_168,614544.08,814633.75,690,1,NA,DONS,530,,,
DNM_690_E3_169,614544.54,814632.95,690,1,NA,DONS,530,,,
DNM_690_E3_170,614545.08,814632.08,690,1,NA,DONS,530,,,
DNM_690_E3_171,614545.58,814631.24,690,2,NA,DONS,530,,,
DNM_690_E3_172,614546.1,814630.44,690,2,NA,DONS,530,,,
DNM_690_E3_173,614546.6,814629.56,690,1,NA,DONS,530,,,
DNM_690_E3_174,614547.05,814628.65,690,1,NA,DONS,530,,,
DNM_690_E3_175,614547.42,814627.77,690,2.1,NA,DONS,530,,,
DNM_690_E3_176,614547.72,814626.75,690,2.1,NA,DONS,530,,,
DNM_690_E3_177,614548.15,814625.79,690,1,NA,DONS,530,,,
DNM_690_E3_178,614548.45,814624.86,690,2.3,NA,DONS,530,,,
DNM_690_E4_001,614548.48,814620.69,690,1,NA,DONS,530,,,
DNM_690_E4_002,614549.42,814620.41,690,1,NA,DONS,530,,,
DNM_690_E4_003,614550.45,814620.06,690,1,NA,DONS,530,,,
DNM_690_E4_004,614551.52,814619.74,690,1,NA,DONS,530,,,
DNM_690_E4_005,614552.5,814619.67,690,1,NA,DONS,530,,,
DNM_690_E4_006,614553.46,814619.58,690,1,NA,DONS,530,,,
DNM_690_E4_007,614554.4,814619.46,690,1,NA,DONS,530,,,
DNM_690_E4_008,614555.44,814619.32,690,1,NA,DONS,530,,,
DNM_690_E4_009,614556.44,814619.14,690,1,NA,DONS,530,,,
DNM_690_E4_010,614557.35,814618.98,690,1,NA,DONS,530,,,
DNM_690_E4_011,614558.46,814618.88,690,1,NA,DONS,530,,,
DNM_690_E4_012,614559.34,814618.85,690,1,NA,DONS,530,,,
DNM_690_E4_013,614560.26,814618.79,690,1,NA,DONS,530,,,
DNM_690_E4_014,614561.22,814618.85,690,1,NA,DONS,530,,,
DNM_690_E4_015,614562.26,814618.89,690,1,NA,DONS,530,,,
DNM_690_E4_016,614563.28,814618.91,690,1,NA,DONS,530,,,
DNM_690_E4_017,614564.21,814619.08,690,1,NA,DONS,530,,,
DNM_690_E4_018,614565.25,814619.07,690,1.8,NA,DONS,530,,,
DNM_690_E4_019,614566.22,814619.03,690,1.6,NA,DONS,530,,,
DNM_690_E4_020,614567.19,814619,690,1.4,NA,DONS,530,,,
DNM_690_E4_021,614568.21,814619,690,1.6,NA,DONS,530,,,
DNM_690_E4_022,614569.17,814618.98,690,1.5,NA,DONS,530,,,
DNM_690_E4_023,614570.21,814618.94,690,1.6,NA,DONS,530,,,
DNM_690_E4_024,614571.19,814618.94,690,1,NA,DONS,530,,,
DNM_690_E4_025,614572.19,814618.93,690,1.02,NA,DONS,530,,,
DNM_690_E4_026,614573.23,814618.92,690,1,NA,DONS,530,,,
DNM_690_E4_027,614574.23,814618.88,690,1.6,NA,DONS,530,,,
DNM_690_E4_028,614575.22,814618.83,690,1.85,NA,DONS,530,,,
DNM_690_E4_029,614576.24,814618.74,690,1.8,NA,DONS,530,,,
DNM_690_E4_030,614577.26,814618.61,690,1.7,NA,DONS,530,,,
DNM_690_E4_031,614578.08,814618.59,690,1,NA,DONS,530,,,
DNM_690_E4_032,614579.2,814618.51,690,1.3,NA,DONS,530,,,
DNM_690_E4_033,614580.16,814618.49,690,1.1,NA,DONS,530,,,
DNM_690_E4_034,614581.18,814618.54,690,2.1,NA,DONS,530,,,
DNM_690_E4_035,614582.17,814618.5,690,1,NA,DONS,530,,,
DNM_690_E4_036,614583.16,814618.38,690,1,NA,DONS,530,,,
DNM_690_E4_037,614584.18,814618.38,690,2,NA,DONS,530,,,
DNM_690_E4_038,614585.22,814618.36,690,1,NA,DONS,530,,,
DNM_690_E4_039,614586.23,814618.37,690,1.8,NA,DONS,530,,,
DNM_690_E4_040,614587.29,814618.41,690,1.8,NA,DONS,530,,,
DNM_690_E4_041,614588.39,814618.64,690,1,NA,DONS,530,,,
DNM_690_E4_042,614589.57,814618.5,690,1,NA,DONS,530,,,
DNM_690_E4_043,614590.44,814618.06,690,1.7,NA,DONS,530,,,
DNM_690_E4_044,614591.28,814617.71,690,2,NA,DONS,530,,,
DNM_690_E4_045,614592.17,814617.84,690,2,NA,DONS,530,,,
DNM_690_E4_046,614593.15,814617.93,690,2.1,NA,DONS,530,,,
DNM_690_E4_047,614594,814617.88,690,3,NA,DONS,530,,,
DNM_690_E4_048,614595.23,814618.1,690,2.9,NA,DONS,530,,,
DNM_690_E4_049,614596.31,814618.24,690,1.4,NA,DONS,530,,,
DNM_690_E4_050,614597.31,814618.33,690,1.4,NA,DONS,530,,,
DNM_690_E4_051,614598.42,814618.4,690,1,NA,DONS,530,,,
DNM_690_E4_052,614599.44,814618.55,690,1,NA,DONS,530,,,
DNM_690_E4_053,614600.33,814618.73,690,1,NA,DONS,530,,,
DNM_690_E4_054,614601.39,814618.84,690,2,NA,DONS,530,,,
DNM_690_E4_055,614602.39,814618.93,690,1,NA,DONS,530,,,
DNM_690_E4_056,614603.4,814619.07,690,1.1,NA,DONS,530,,,
DNM_690_E4_057,614604.43,814619.27,690,1,NA,DONS,530,,,
DNM_690_E4_058,614610.28,814620.27,690,1,NA,DONS,530,,,
DNM_690_E4_059,614611.25,814620.45,690,1.1,NA,DONS,530,,,
DNM_690_E4_060,614612.31,814620.57,690,1.8,NA,DONS,530,,,
DNM_690_E4_061,614613.29,814620.59,690,1.7,NA,DONS,530,,,
DNM_690_E4_062,614616.14,814620.5,690,2.5,NA,DONS,530,,,
DNM_690_E4_063,614622.32,814620.8,690,1.1,NA,DONS,530,,,
DNM_690_E4_064,614624.12,814621.15,690,1.1,NA,DONS,530,,,
DNM_690_E4_065,614628.96,814620.72,690,1.6,NA,DONS,530,,,
DNM_690_E4_066,614629.78,814621.66,690,1.5,NA,DONS,530,,,
DNM_690_E4_067,614630.9,814622.45,690,1,NA,DONS,530,,,
DNM_690_E4_068,614633.1,814623.19,690,1,NA,DONS,530,,,
DNM_690_E4_069,614635.69,814622.82,690,1.2,NA,DONS,530,,,
DNM_690_E4_070,614637.7,814622.42,690,1.2,NA,DONS,530,,,
DNM_690_E4_071,614639.64,814622.12,690,1,NA,DONS,530,,,
DNM_690_E4_072,614641.53,814621.96,690,1,NA,DONS,530,,,
DNM_690_E4_073,614643.58,814621.64,690,1,NA,DONS,530,,,
DNM_690_E4_074,614645.66,814621.78,690,1,NA,DONS,530,,,
DNM_690_E4_075,614647.52,814621.99,690,1.5,NA,DONS,530,,,
DNM_690_E4_076,614649.48,814622.11,690,1,NA,DONS,530,,,
DNM_690_E4_077,614651.49,814622.35,690,1,NA,DONS,530,,,
DNM_690_E4_078,614653.54,814622.25,690,1.9,NA,DONS,530,,,
DNM_690_E4_079,614655.52,814621.87,690,2,NA,DONS,530,,,
DNM_690_E5_001,614507.53,814584.63,690,1,NA,DONS,530,,,
DNM_690_E5_002,614508.61,814584.55,690,1.1,NA,DONS,530,,,
DNM_690_E5_003,614509.66,814584.57,690,1.8,NA,DONS,530,,,
DNM_690_E5_004,614510.6,814584.79,690,1.7,NA,DONS,530,,,
DNM_690_E5_005,614511.59,814584.92,690,1,NA,DONS,530,,,
DNM_690_E5_006,614512.57,814584.94,690,1,NA,DONS,530,,,
DNM_690_E5_007,614513.56,814584.9,690,1,NA,DONS,530,,,
DNM_690_E5_008,614514.44,814585.16,690,1,NA,DONS,530,,,
DNM_690_E5_009,614515.46,814585.36,690,1,NA,DONS,530,,,
DNM_690_E5_010,614516.55,814585.63,690,1,NA,DONS,530,,,
DNM_690_E5_011,614517.53,814585.81,690,1,NA,DONS,530,,,
DNM_690_E5_012,614518.42,814586.06,690,1,NA,DONS,530,,,
DNM_690_E5_013,614519.44,814586.44,690,1,NA,DONS,530,,,
DNM_690_E5_014,614520.21,814586.83,690,1,NA,DONS,530,,,
DNM_690_E5_015,614521.07,814587.27,690,1,NA,DONS,530,,,
DNM_690_E5_016,614521.84,814587.88,690,1,NA,DONS,530,,,
DNM_690_E5_017,614522.75,814588.49,690,1,NA,DONS,530,,,
DNM_690_E5_018,614523.57,814589.06,690,1.2,NA,DONS,530,,,
DNM_690_E5_019,614524.26,814589.69,690,1,NA,DONS,530,,,
DNM_690_E5_020,614524.72,814590.55,690,1,NA,DONS,530,,,
DNM_690_E5_021,614525.19,814591.56,690,1,NA,DONS,530,,,
DNM_690_E5_022,614525.62,814592.5,690,1,NA,DONS,530,,,
DNM_690_E5_023,614526.88,814592.66,690,1,NA,DONS,530,,,
DNM_690_E5_024,614527.91,814592.9,690,1,NA,DONS,530,,,
DNM_690_E5_025,614529.18,814593.05,690,1,NA,DONS,530,,,
DNM_690_E5_026,614530.01,814593.15,690,1,NA,DONS,530,,,
DNM_690_E5_027,614531.29,814593.25,690,1,NA,DONS,530,,,
DNM_690_E5_028,614532.32,814593.35,690,1,NA,DONS,530,,,
DNM_690_E5_029,614533.38,814593.29,690,1,NA,DONS,530,,,
DNM_690_E5_030,614534.4,814593.33,690,1,NA,DONS,530,,,
DNM_690_E5_031,614535.48,814593.31,690,1,NA,DONS,530,,,
DNM_690_E5_032,614536.54,814593.25,690,1,NA,DONS,530,,,
DNM_690_E5_033,614537.49,814593.25,690,1,NA,DONS,530,,,
DNM_690_E5_034,614538.55,814593.39,690,1.15,NA,DONS,530,,,
DNM_690_E5_035,614539.52,814593.47,690,1,NA,DONS,530,,,
DNM_690_E5_036,614540.56,814593.49,690,1,NA,DONS,530,,,
DNM_690_E5_037,614541.57,814593.47,690,1,NA,DONS,530,,,
DNM_690_E5_038,614542.53,814593.55,690,1,NA,DONS,530,,,
DNM_690_E5_039,614543.52,814593.65,690,1.1,NA,DONS,530,,,
DNM_690_E5_040,614544.42,814593.78,690,1,NA,DONS,530,,,
DNM_690_E5_041,614545.29,814594.04,690,1.1,NA,DONS,530,,,
DNM_690_E5_042,614546.33,814594.26,690,1.65,NA,DONS,530,,,
DNM_690_E5_043,614547.36,814594.55,690,2.05,NA,DONS,530,,,
DNM_690_E5_044,614548.28,814594.67,690,1,NA,DONS,530,,,
DNM_690_E5_045,614549.2,814594.85,690,1,NA,DONS,530,,,
DNM_690_E5_046,614550.19,814595.12,690,1,NA,DONS,530,,,
DNM_690_E5_047,614551.21,814595.32,690,1,NA,DONS,530,,,
DNM_690_E5_048,614552.32,814595.64,690,1,NA,DONS,530,,,
DNM_690_E5_049,614553.43,814595.83,690,1,NA,DONS,530,,,
DNM_690_E5_050,614554.44,814595.99,690,1,NA,DONS,530,,,
DNM_690_E5_051,614555.52,814596.09,690,1,NA,DONS,530,,,
DNM_690_E5_052,614556.86,814595.95,690,1,NA,DONS,530,,,
DNM_690_E5_053,614557.88,814595.64,690,1,NA,DONS,530,,,
DNM_690_E5_054,614558.75,814595.38,690,1,NA,DONS,530,,,
DNM_690_E5_055,614559.7,814595.16,690,1,NA,DONS,530,,,
DNM_690_E5_056,614560.54,814594.95,690,2.8,NA,DONS,530,,,
DNM_690_E5_057,614561.74,814594.93,690,1,NA,DONS,530,,,
DNM_690_E5_058,614563.4,814595.34,690,1,NA,DONS,530,,,
DNM_690_E5_059,614565.46,814595.95,690,1,NA,DONS,530,,,
DNM_690_E5_060,614567.88,814596.03,690,1,NA,DONS,530,,,
DNM_690_E5_061,614569.44,814595.56,690,1,NA,DONS,530,,,
DNM_690_E5_062,614571.69,814594.81,690,1,NA,DONS,530,,,
DNM_690_E5_063,614573.22,814594.43,690,1,NA,DONS,530,,,
DNM_690_E5_064,614575.11,814594.61,690,1,NA,DONS,530,,,
DNM_690_E5_065,614576.49,814594.91,690,1,NA,DONS,530,,,
DNM_690_E5_066,614578.51,814594.97,690,1,NA,DONS,530,,,
DNM_690_E5_067,614580.47,814595.12,690,1,NA,DONS,530,,,
DNM_690_E5_068,614582.18,814595.2,690,1.05,NA,DONS,530,,,
DNM_690_E5_069,614583.99,814595.67,690,1,NA,DONS,530,,,
DNM_690_E5_070,614586.06,814596.11,690,1,NA,DONS,530,,,
DNM_690_E5_071,614588.24,814596.7,690,1.8,NA,DONS,530,,,
DNM_690_E5_072,614589.97,814596.74,690,1,NA,DONS,530,,,
DNM_690_E5_073,614590.98,814596.94,690,2,NA,DONS,530,,,
DNM_690_E5_074,614592.06,814597.21,690,1,NA,DONS,530,,,
DNM_690_E5_075,614594.17,814597.57,690,1,NA,DONS,530,,,
DNM_690_E5_076,614596.23,814597.9,690,1,NA,DONS,530,,,
DNM_690_E5_077,614598.1,814598.08,690,1,NA,DONS,530,,,
DNM_690_E5_078,614600.38,814597.61,690,1.1,NA,DONS,530,,,
DNM_690_E5_079,614603.23,814597.3,690,1,NA,DONS,530,,,
DNM_690_E5_080,614605.38,814596.67,690,1.2,NA,DONS,530,,,
DNM_690_E5_081,614607.4,814596.15,690,1,NA,DONS,530,,,
DNM_690_E5_082,614609.23,814595.86,690,1,NA,DONS,530,,,
DNM_690_E5_083,614611.27,814595.78,690,1,NA,DONS,530,,,
DNM_690_E5_084,614633.58,814597.69,690,2,NA,DONS,530,,,
DNM_690_E5_085,614635.14,814598.9,690,1,NA,DONS,530,,,
DNM_690_E5_086,614636.68,814600.1,690,2.25,NA,DONS,530,,,
DNM_690_E5_087,614638.3,814600.93,690,1,NA,DONS,530,,,
DNM_690_E5_088,614640.09,814602.2,690,1,NA,DONS,530,,,
DNM_690_E5_089,614643.7,814604.05,690,1,NA,DONS,530,,,
DNM_690_E5_090,614645.72,814604.82,690,2.1,NA,DONS,530,,,
DNM_690_E5_091,614647.46,814605.25,690,2,NA,DONS,530,,,
DNM_690_E5_092,614649.19,814605.77,690,1,NA,DONS,530,,,
DNM_690_E5_093,614651.24,814606.33,690,1,NA,DONS,530,,,
DNM_690_E5_094,614653.17,814606.56,690,1,NA,DONS,530,,,
DNM_690_E5_095,614655.48,814606.58,690,1,NA,DONS,530,,,
DNM_690_E5_096,614657.2,814606.48,690,1,NA,DONS,530,,,
DNM_690_E5_097,614661.17,814606.79,690,1,NA,DONS,530,,,
DNM_690_E5_098,614665.47,814608.32,690,1,NA,DONS,530,,,
DNM_740_E1_001,613684.05,814358.88,740,1,NA,DONS,610,,,
DNM_740_E1_002,613685.46,814357.54,740,1,NA,DONS,610,,,
DNM_740_E1_003,613687.22,814356.69,740,1,NA,DONS,610,,,
DNM_740_E1_004,613689.19,814356.07,740,1,NA,DONS,610,,,
DNM_740_E1_005,613690.92,814355.5,740,1,NA,DONS,610,,,
DNM_740_E1_006,613692.84,814353.84,740,2,NA,DONS,610,,,
DNM_740_E1_007,613694.18,814352.71,740,1.9,NA,DONS,610,,,
DNM_740_E1_008,613695.88,814351.94,740,1.2,NA,DONS,610,,,
DNM_740_E1_009,613852.93,814821.67,740,1.2,NA,DONS,530,,,
DNM_740_E1_010,613699.69,814350.62,740,2.5,NA,DONS,610,,,
DNM_740_E1_011,613712.74,814343.65,740,1.5,NA,DONS,610,,,
DNM_740_E1_012,613714.33,814342.64,740,2,NA,DONS,610,,,
DNM_740_E1_013,613716.23,814341.87,740,2,NA,DONS,610,,,
DNM_740_E1_014,613718.04,814341.22,740,2.8,NA,DONS,610,,,
DNM_740_E1_015,613730.54,814330.93,740,3.1,NA,DONS,610,,,
DNM_740_E1_016,613732.54,814330.06,740,2.3,NA,DONS,610,,,
DNM_740_E1_017,613734.45,814329.31,740,1.15,NA,DONS,610,,,
DNM_740_E1_018,613736.37,814329.16,740,2,NA,DONS,610,,,
DNM_740_E1_019,613872.08,814828.88,740,1,NA,DONS,530,,,
DNM_740_E1_020,613873.92,814828.92,740,1,NA,DONS,530,,,
DNM_740_E1_021,613876.29,814830.14,740,1,NA,DONS,530,,,
DNM_740_E1_022,613878.03,814830.79,740,1.25,NA,DONS,530,,,
DNM_740_E1_023,613743.44,814329.47,740,1.9,NA,DONS,610,,,
DNM_740_E1_024,613881.41,814832.76,740,1.45,NA,DONS,530,,,
DNM_740_E1_025,613882.96,814833.6,740,1,NA,DONS,530,,,
DNM_740_E1_026,613744.19,814330.5,740,2.8,NA,DONS,610,,,
DNM_740_E1_027,613886.24,814835.18,740,1,NA,DONS,530,,,
DNM_740_E1_028,613888.22,814835.71,740,1,NA,DONS,530,,,
DNM_740_E1_029,613890.05,814835.84,740,1,NA,DONS,530,,,
DNM_740_E1_030,613892.22,814835.84,740,1.5,NA,DONS,530,,,
DNM_740_E1_031,613894.26,814835.91,740,1.5,NA,DONS,530,,,
DNM_740_E1_032,613754.34,814324.08,740,1.4,NA,DONS,610,,,
DNM_740_E1_033,613754.95,814322.96,740,2.1,NA,DONS,610,,,
DNM_740_E1_034,613756.08,814321.88,740,2.1,NA,DONS,610,,,
DNM_740_E1_035,613901.52,814835.76,740,1.9,NA,DONS,530,,,
DNM_740_E1_036,613759.62,814320.23,740,1,NA,DONS,610,,,
DNM_740_E1_037,613761.3,814319.09,740,1.9,NA,DONS,610,,,
DNM_740_E1_038,613762.61,814317.99,740,1.95,NA,DONS,610,,,
DNM_740_E1_039,613763.99,814317.09,740,2,NA,DONS,610,,,
DNM_740_E1_040,613765.77,814316.34,740,2.3,NA,DONS,610,,,
DNM_740_E1_041,613912.94,814837.05,740,1.25,NA,DONS,530,,,
