HOLE.ID,LOCATIONX,LOCATIONY,LOCATIONZ,LENGTH,LEVEL,AREA,ROCKCODE,SAMP_BY,DATE_SAMP,TENEMENT
515_SDN_16S_E_001,615020.54,815505.89,515,2.4,515,SDN,140,,,
515_SDN_16S_E_002,615021.55,815504.6,515,2.3,515,SDN,140,,,
515_SDN_16S_E_003,615022.51,815502.85,515,2.5,515,SDN,140,,,
515_SDN_16S_E_004,615023.75,815501.85,515,4,515,SDN,140,,,
515_SDN_16S_E_005,615025.26,815500.79,515,4.2,515,SDN,140,,,
515_SDN_16S_E_006,615028.3,815498.39,515,4.2,515,SDN,140,,,
515_SDN_16S_E_007,615031.74,815496.41,515,3,515,SDN,140,,,
575_SDNS_105S_ODE_001,615691.24,814895.98,575,3.5,575,SDN,141,,,
575_SDNS_105S_ODE_002,615692.68,814894,575,3.8,575,SDN,141,,,
575_SDNS_105S_ODE_003,615695.51,814891.25,575,2.9,575,SDN,141,,,
575_SDNS_105S_ODE_004,615696.64,814889.97,575,3.6,575,SDN,141,,,
575_SDNS_105S_ODE_005,615698.33,814888.15,575,3.4,575,SDN,141,,,
575_SDNS_105S_ODE_006,615704.4,814883.04,575,2.4,575,SDN,141,,,
575_SDNS_105S_ODE_007,615706.06,814880.98,575,3,575,SDN,141,,,
575_SDNS_105S_ODW_001,615687.69,814900.98,575,3.4,575,SDN,141,,,
575_SDNS_105S_ODW_002,615684.37,814900.29,575,3.3,575,SDN,141,,,
575_SDNS_105S_ODW_003,615677.98,814898.03,575,3.8,575,SDN,141,,,
575_SDNS_105S_ODW_004,615672.45,814896.52,575,3.4,575,SDN,141,,,
575_SDNS_105S_ODW_005,615667.31,814894.58,575,3,575,SDN,141,,,
575_SDNS_105S_ODW_006,615658.07,814890.85,575,4.2,575,SDN,141,,,
575_SDNS_105S_ODW_007,615653.71,814889.22,575,4,575,SDN,141,,,
575_SDNS_105S_ODW_008,615650.6,814888.39,575,3.6,575,SDN,141,,,
620_JESSIE_HWS_112S_E_001,615862.17,814964.43,620,4.8,620,JESSIE,161,,,
635_SDNS_109S_ODW_001,615688.74,814875.97,635,3.2,635,SDN,141,,,
635_SDNS_109S_ODW_002,615686.78,814875.74,635,3.3,635,SDN,141,,,
BBK_500E_001,614800.82,815979.75,497.78,3.7,500,BBK,130,,,
BBK_500E_002,614801.65,815976.7,497.77,2.8,500,BBK,130,,,
BBK_500E_003,614802.67,815975.17,497.76,2.8,500,BBK,130,,,
BBK_500E_004,614804.21,815971.98,497.87,1.3,500,BBK,130,,,
BBK_500E_005,614805.83,815969.94,497.94,3.2,500,BBK,130,,,
BBK_500E_006,614807.01,815968.06,498.01,2.3,500,BBK,130,,,
BBK_500E_007,614814.46,815957.39,498.4,2.5,500,BBK,130,,,
BBK_500E_008,614818.18,815952.43,498.53,4.2,500,BBK,130,,,
BBK_500E_009,614822.1,815945.97,498.7,3.5,500,BBK,130,,,
BBK_500E_010,614826.83,815936.92,498.93,2.7,500,BBK,130,,,
BBK_500E_011,614828.4,815932.17,499.05,2.9,500,BBK,130,,,
BBK_500E_012,614830.77,815922.02,499.29,2.05,500,BBK,130,,,
BBK_500E_013,614832.14,815917.75,499.38,1.9,500,BBK,130,,,
BBK_500E_014,614832.96,815910.7,499.38,2.1,500,BBK,130,,,
BBK_500W_001,614792.6,815993.23,498.05,4.1,500,BBK,130,,,
BBK_500W_002,614789.3,815996.34,498.03,2.1,500,BBK,130,,,
BBK_500W_003,614788.84,815998.95,498.04,2.8,500,BBK,130,,,
BBK_500W_004,614787.28,816001.46,498.1,2.2,500,BBK,130,,,
BBK_500W_005,614784.49,816005.65,498.2,3.2,500,BBK,130,,,
BBK_500W_006,614779.35,816010.73,498.57,2.9,500,BBK,130,,,
BBK_500W_007,614777.99,816012.2,498.69,3.3,500,BBK,130,,,
BBK_500W_008,614775.23,816014.22,498.9,3.6,500,BBK,130,,,
BBK_500W_009,614772.64,816015.18,499.02,4.1,500,BBK,130,,,
BBK_500W_010,614770.37,816015.9,499.1,2.5,500,BBK,130,,,
BBK_500W_011,614768.6,816017.22,499.24,2.4,500,BBK,130,,,
BBK_500W_012,614766.83,816018.62,499.43,2.2,500,BBK,130,,,
BBK_515E_001,614786.02,815995.64,513.03,2.4,515,BBK,130,,,
BBK_515E_002,614787.69,815991.17,513.08,3.1,515,BBK,130,,,
BBK_515E_003,614789.82,815986.5,513.14,3.7,515,BBK,130,,,
BBK_515E_004,614791.33,815982.82,513.19,0.97,515,BBK,130,,,
BBK_515E_005,614793.18,815981.43,513.22,3.9,515,BBK,130,,,
BBK_515E_006,614794.14,815979.29,513.32,2.2,515,BBK,130,,,
BBK_515E_007,614795.51,815977.7,513.39,3.2,515,BBK,130,,,
BBK_515E_008,614797.01,815973.01,513.6,2.2,515,BBK,130,,,
BBK_515E_009,614799.93,815967.99,513.77,3,515,BBK,130,,,
BBK_515E_010,614801.84,815966.1,513.78,3.1,515,BBK,130,,,
BBK_515E_011,614806.17,815961.78,513.8,2.9,515,BBK,130,,,
BBK_515E_012,614807.72,815959.06,513.82,2.2,515,BBK,130,,,
BBK_515E_013,614815.72,815942.35,513.64,2.9,515,BBK,130,,,
BBK_515E_014,614816.9,815940.61,513.59,2.6,515,BBK,130,,,
BBK_515E_015,614818.15,815938.68,513.52,3.1,515,BBK,130,,,
BBK_515E_016,614818.84,815936.5,513.45,3,515,BBK,130,,,
BBK_515E_017,614819.91,815933.68,513.36,3.6,515,BBK,130,,,
BBK_515E_018,614821.63,815929.58,513.26,1.8,515,BBK,130,,,
BBK_515E_019,614824.05,815926.8,513.19,2.6,515,BBK,130,,,
BBK_515E_020,614824.9,815925.02,513.15,2.9,515,BBK,130,,,
BBK_515E_021,614826.47,815922.59,513.12,2.3,515,BBK,130,,,
BBK_515E_022,614827.61,815921.08,513.12,2.7,515,BBK,130,,,
BBK_515E_023,614829,815918.61,513.13,3.35,515,BBK,130,,,
BBK_515E_024,614829.38,815915.82,513.14,2.3,515,BBK,130,,,
BBK_515E_025,614830.71,815912.33,513.15,2.5,515,BBK,130,,,
BBK_515E_026,614831.49,815910.97,513.15,2.5,515,BBK,130,,,
BBK_515E_027,614832.51,815909.92,513.16,2.3,515,BBK,130,,,
BBK_515E_028,614833.92,815908.24,513.16,2.8,515,BBK,130,,,
BBK_515E_029,614835.89,815904.82,513.17,1.9,515,BBK,130,,,
BBK_515E_030,614837.26,815902.82,513.18,2.7,515,BBK,130,,,
BBK_515E_031,614838.91,815897.97,513.19,2.6,515,BBK,130,,,
BBK_515W_001,614780.6,816005.29,513.6,1.6,515,BBK,130,,,
BBK_515W_002,614779.76,816006.71,513.68,2.1,515,BBK,130,,,
BBK_515W_003,614777.14,816012.61,513.94,3.2,515,BBK,130,,,
BBK_515W_004,614770.21,816028.16,514.26,3.3,515,BBK,130,,,
BBK_515W_005,614765.07,816032.01,514.29,3.2,515,BBK,130,,,
BBK_515W_006,614761.57,816035.09,514.32,2.3,515,BBK,130,,,
BBK_515W_007,614759.38,816037.72,514.32,2.5,515,BBK,130,,,
BBK_515W_008,614757.79,816039.38,514.32,2,515,BBK,130,,,
BBK_530E_001,614781.63,815989.94,532.8,3.7,530,BBK,130,,,
BBK_530E_002,614783.65,815985.85,532.82,4.1,530,BBK,130,,,
BBK_530E_003,614785.54,815981.66,532.85,3.6,530,BBK,130,,,
BBK_530E_004,614786.36,815979.48,532.87,3.1,530,BBK,130,,,
BBK_530E_005,614788.73,815974.99,532.9,3.7,530,BBK,130,,,
BBK_530E_006,614789.64,815973.53,532.91,4.4,530,BBK,130,,,
BBK_530E_007,614791.11,815968.23,532.95,3.55,530,BBK,130,,,
BBK_530E_008,614793.64,815963.08,532.99,3.5,530,BBK,130,,,
BBK_530E_009,614794.5,815961.76,533,3.7,530,BBK,130,,,
BBK_530E_010,614795.25,815959.53,533.02,3.3,530,BBK,130,,,
BBK_530E_011,614795.93,815956.37,533.04,2.7,530,BBK,130,,,
BBK_530E_012,614799.3,815951.25,533.05,3,530,BBK,130,,,
BBK_530E_013,614800.95,815949.99,533.06,3.9,530,BBK,130,,,
BBK_530E_014,614801.55,815948.94,533.06,4.1,530,BBK,130,,,
BBK_530E_015,614803.12,815947.25,533.06,3.9,530,BBK,130,,,
BBK_530E_016,614804.17,815945.53,533.07,3.3,530,BBK,130,,,
BBK_530E_017,614806.32,815940.35,533.08,2.7,530,BBK,130,,,
BBK_530E_018,614807.17,815938.99,533.09,3.1,530,BBK,130,,,
BBK_530E_019,614811.84,815933.71,533.11,2.8,530,BBK,130,,,
BBK_530E_020,614813.28,815932.41,533.11,3.9,530,BBK,130,,,
BBK_530E_021,614816.29,815929.88,533.12,3.5,530,BBK,130,,,
BBK_530E_022,614817.89,815928.63,533.14,3.5,530,BBK,130,,,
BBK_530E_023,614820.62,815925.71,533.18,3.8,530,BBK,130,,,
BBK_530E_024,614821.84,815924,533.21,3.2,530,BBK,130,,,
BBK_530E_025,614827.02,815918.68,533.34,3.4,530,BBK,130,,,
BBK_530E_026,614827.65,815915.74,533.43,1.8,530,BBK,130,,,
BBK_530E_028,614829.62,815910.52,533.6,2.6,530,BBK,130,,,
BBK_530E_029,614831.56,815905.52,533.75,2.8,530,BBK,130,,,
BBK_530E_030,614832.25,815902.63,533.84,2.6,530,BBK,130,,,
BBK_530E_031,614833.78,815899.8,533.92,3.6,530,BBK,130,,,
BBK_530E_032,614834.32,815895.52,534.06,2.8,530,BBK,130,,,
BBK_530E_033,614835.4,815892.85,534.14,2.5,530,BBK,130,,,
BBK_530E_034,614837.13,815889.61,534.24,3.3,530,BBK,130,,,
BBK_530E_035,614838.85,815885.88,534.36,3.1,530,BBK,130,,,
BBK_530W_000B,614766.82,816008.08,534.55,4.4,530,BBK,130,,,
BBK_530W_001B,614765.69,816010.43,534.82,3.5,530,BBK,130,,,
BBK_530W_002B,614764.28,816013.12,535.13,2.5,530,BBK,130,,,
BBK_530W_005,614763.17,816017.63,535.59,3,530,BBK,130,,,
BBK_530W_006,614762.79,816019.7,535.7,3.1,530,BBK,130,,,
BBK_530W_007,614762.58,816020.75,535.76,2.75,530,BBK,130,,,
BBK_530W_008,614762.38,816022.06,535.83,3.5,530,BBK,130,,,
BBK_530W_009,614762,816023.4,535.9,3.7,530,BBK,130,,,
BBK_530W_010,614760.96,816026.23,536.06,3.6,530,BBK,130,,,
BBK_530W_011,614760.36,816028.19,536.09,4.1,530,BBK,130,,,
BBK_530W_012,614758.77,816032.28,536.07,3.7,530,BBK,130,,,
BBK_530W_013,614756.91,816035.5,536.06,3.7,530,BBK,130,,,
BBK_530W_014,614755.6,816040.42,536.05,3.9,530,BBK,130,,,
BBK_530W_015,614754.95,816042.62,536.04,3.4,530,BBK,130,,,
BBK_530W_016,614754.57,816044.5,536.04,4.05,530,BBK,130,,,
BBK_530W_017,614753.78,816045.88,536.03,3.05,530,BBK,130,,,
BBK_530W_018,614752.63,816049.26,536.02,2.3,530,BBK,130,,,
BBK_530W_019,614751.55,816053.49,536.01,2.5,530,BBK,130,,,
BBK_530W_020,614751.69,816055.94,536.02,3.5,530,BBK,130,,,
BBK_530W_021,614747.46,816065.9,536.1,2.8,530,BBK,130,,,
BBK_530W_022,614746.51,816068.97,536.18,2.8,530,BBK,130,,,
BBK_530W_023,614746.2,816070.8,536.22,2.7,530,BBK,130,,,
BBK_530W_024,614745.88,816072.83,536.27,3.1,530,BBK,130,,,
BBK_530W_025,614744.16,816077.64,536.38,3.2,530,BBK,130,,,
BBK_530W_026,614743.47,816079.84,536.43,2.8,530,BBK,130,,,
BBK_530W_027,614742.71,816082.17,536.49,3.2,530,BBK,130,,,
BBK_530W_028,614741.03,816087.41,536.62,3.2,530,BBK,130,,,
BBK_530W_029,614738.77,816092.86,536.76,3.2,530,BBK,130,,,
BBK_545E_001,614809.81,815934.73,556.8,1.8,545,BBK,130,,,
BBK_545E_002,614810.58,815933.9,556.79,2.75,545,BBK,130,,,
BBK_545E_003,614812.27,815931.75,556.79,2.8,545,BBK,130,,,
BBK_545E_004,614815.62,815926.71,556.78,2.4,545,BBK,130,,,
BBK_545E_005,614817.26,815924.41,556.78,2.3,545,BBK,130,,,
BBK_545E_006,614825.81,815915.72,556.76,5.1,545,BBK,130,,,
BBK_545E_007,614824.42,815911.83,556.75,1.9,545,BBK,130,,,
BBK_545E_008,614826.46,815908.97,556.75,2.7,545,BBK,130,,,
BBK_545E_009,614829.56,815905.01,556.75,2.3,545,BBK,130,,,
BBK_545W_001,614803.43,815946.36,556.78,2.4,545,BBK,130,,,
BBK_545W_002,614802.85,815948.38,556.76,2.4,545,BBK,130,,,
BBK_545W_003,614802.71,815949.5,556.75,1.9,545,BBK,130,,,
BBK_545W_004,614801.69,815952.37,556.73,2.6,545,BBK,130,,,
BBK_545W_005,614800.1,815954.91,556.72,3.2,545,BBK,130,,,
BBK_545W_006,614798.12,815958.7,556.69,2.9,545,BBK,130,,,
BBK_545W_007,614796.66,815961.74,556.67,2.3,545,BBK,130,,,
BBK_545W_008,614796.42,815963.26,556.66,3.2,545,BBK,130,,,
BBK_545W_009,614794.96,815965.45,556.65,2.3,545,BBK,130,,,
BBK_545W_010,614792.84,815968.51,556.59,2.7,545,BBK,130,,,
BBK_545W_011,614791.09,815971.49,556.52,3,545,BBK,130,,,
BBK_545W_012,614788.84,815973.83,556.46,2.1,545,BBK,130,,,
BBK_545W_013,614787.85,815975.33,556.43,2,545,BBK,130,,,
BBK_545W_014,614787.37,815977.19,556.39,3.4,545,BBK,130,,,
BBK_545W_015,614786.28,815978.25,556.37,1.8,545,BBK,130,,,
BBK_545W_016,614785.75,815979.54,556.35,2,545,BBK,130,,,
BBK_545W_017,614785.52,815982.06,556.3,2.2,545,BBK,130,,,
BBK_545W_018,614784.6,815984.77,556.25,2.2,545,BBK,130,,,
BBK_545W_019,614783.18,815987.03,556.21,1.7,545,BBK,130,,,
BBK_545W_020,614782.8,815988.62,556.18,2.3,545,BBK,130,,,
BBK_545W_021,614782.27,815991.02,556.13,1.6,545,BBK,130,,,
BBK_545W_022,614781.2,815993.56,556.08,2.3,545,BBK,130,,,
BBK_545W_023,614780.13,815995.86,556.03,1.8,545,BBK,130,,,
BBK_545W_024,614778.9,815999.52,555.95,2.4,545,BBK,130,,,
BBK_545W_025,614776.74,816001.56,555.91,2.4,545,BBK,130,,,
BBK_545W_026,614774.8,816003.82,555.86,3.1,545,BBK,130,,,
BBK_545W_027,614773.09,816006.76,555.79,2,545,BBK,130,,,
BBK_545W_028,614770.13,816010.45,555.71,1.9,545,BBK,130,,,
BBK_545W_029,614768.91,816012.78,555.66,1.8,545,BBK,130,,,
BBK_545W_030,614768.2,816014.35,555.63,1.9,545,BBK,130,,,
BBK_545W_031,614767.27,816015.53,555.6,2,545,BBK,130,,,
BBK_545W_032,614766.23,816016.87,555.57,2.05,545,BBK,130,,,
BBK_545W_033,614765.2,816018.36,555.54,2.4,545,BBK,130,,,
BBK_560E_001,614819.29,815913.24,574.81,3.6,560,BBK,130,,,
BBK_560E_002,614821.25,815909.51,574.88,2.7,560,BBK,130,,,
BBK_560E_003,614821.82,815908.58,574.9,2.6,560,BBK,130,,,
BBK_560E_004,614822.93,815906.83,574.93,3.3,560,BBK,130,,,
BBK_560E_005,614825.53,815902.84,574.96,3.7,560,BBK,130,,,
BBK_560E_006,614826.72,815901.24,574.93,4,560,BBK,130,,,
BBK_560E_007,614828.06,815899.26,574.86,2.7,560,BBK,130,,,
BBK_560E_008,614830.36,815897.37,574.78,2.9,560,BBK,130,,,
BBK_560E_009,614832.6,815891.54,574.51,2.4,560,BBK,130,,,
BBK_560E_010,614834.96,815887.23,574.31,2.7,560,BBK,130,,,
BBK_560E_011,614836.66,815885.24,574.18,3.4,560,BBK,130,,,
BBK_560E_012,614839.27,815883.74,574.08,2.3,560,BBK,130,,,
BBK_560E_013,614842.28,815882.64,574.04,2.5,560,BBK,130,,,
BBK_560E_014,614844.52,815881.59,573.99,2.6,560,BBK,130,,,
BBK_560E_015,614848.26,815879.41,573.99,2.85,560,BBK,130,,,
BBK_560E_016,614849.9,815878.36,573.97,2.7,560,BBK,130,,,
BBK_560W_001,614811.73,815925.25,574.86,1.9,560,BBK,130,,,
BBK_560W_002,614810.32,815928.29,574.92,2.2,560,BBK,130,,,
BBK_560W_003,614807.96,815932.8,574.98,2.6,560,BBK,130,,,
BBK_560W_004,614806.22,815935.25,574.99,3.4,560,BBK,130,,,
BBK_560W_005,614804.09,815938.57,575.01,4,560,BBK,130,,,
BBK_560W_006,614800.68,815942.62,575.03,2.3,560,BBK,130,,,
BBK_560W_007,614799.06,815945.64,575.04,2.8,560,BBK,130,,,
BBK_560W_008,614797.46,815948.39,575.02,2.8,560,BBK,130,,,
BBK_560W_009,614796.44,815950.35,575.01,2.8,560,BBK,130,,,
BBK_560W_010,614795.9,815951.58,575,2.9,560,BBK,130,,,
BBK_560W_011,614794.8,815953,574.99,2.2,560,BBK,130,,,
BBK_560W_012,614793.26,815956.16,574.97,2.6,560,BBK,130,,,
BBK_560W_013,614790.71,815959.53,574.95,2.2,560,BBK,130,,,
BBK_560W_014,614788.61,815964.89,574.92,3,560,BBK,130,,,
BBK_560W_015,614786.75,815970.11,574.89,2.7,560,BBK,130,,,
BBK_560W_016,614785.56,815972.67,574.88,1.75,560,BBK,130,,,
BBK_560W_017,614785.26,815975.95,574.86,3.1,560,BBK,130,,,
BBK_560W_018,614784.88,815977.01,574.86,2.9,560,BBK,130,,,
BBK_560W_019,614783.95,815979.77,574.85,3.3,560,BBK,130,,,
BBK_560W_020,614783.28,815981.93,574.83,2.9,560,BBK,130,,,
BBK_560W_021,614783.18,815983.8,574.83,2.5,560,BBK,130,,,
BBK_560W_022,614782.61,815985.23,574.84,2.6,560,BBK,130,,,
BBK_560W_023,614781.67,815987.09,574.89,2.3,560,BBK,130,,,
BBK_560W_024,614780.65,815990.79,575,2.5,560,BBK,130,,,
BBK_560W_025,614779.57,815994.32,575.1,2.6,560,BBK,130,,,
BBK_560W_026,614778.82,815996.09,575.16,2.7,560,BBK,130,,,
BBK_560W_027,614777.06,815998.37,575.3,2.4,560,BBK,130,,,
BBK_560W_028,614776.14,816000.08,575.41,2.7,560,BBK,130,,,
BBK_560W_029,614773.76,816005.44,575.74,2.8,560,BBK,130,,,
BBK_560W_030,614772.73,816008.05,575.89,2.8,560,BBK,130,,,
BBK_560W_031,614770.32,816012.18,576.11,2.8,560,BBK,130,,,
BBK_560W_032,614769.21,816019.52,576.45,3.2,560,BBK,130,,,
BBKNS_530E_001,614832.37,815919.66,533.35,2.6,530,BBK,131,,,
BBKNS_530E_002,614834.61,815917.87,533.41,1.6,530,BBK,131,,,
BBKNS_530E_003,614838.48,815916.42,533.44,3.5,530,BBK,131,,,
BBKNS_530E_004,614838.34,815913.86,533.49,1.6,530,BBK,131,,,
BBKNS_530E_005,614840.51,815912.47,533.53,3.4,530,BBK,131,,,
BBKNS_530E_007,614843.78,815907.9,533.68,3.3,530,BBK,131,,,
BBKNS_530E_008,614845.01,815905.47,533.75,3,530,BBK,131,,,
BBKNS_530E_009,614849.24,815900.86,533.89,4.1,530,BBK,131,,,
BBKNS_530E_010,614850.96,815897.89,533.98,2.3,530,BBK,131,,,
BBKNS_530E_011,614852.29,815897.63,533.99,3.1,530,BBK,131,,,
BBKNS_530E_012,614853.71,815896.56,534.02,1.8,530,BBK,131,,,
BBKNS_530E_013,614855.34,815895.33,534.06,3.2,530,BBK,131,,,
BBKNS_530E_014,614860.53,815888.14,534.29,2.9,530,BBK,131,,,
BBKNS_530E_015,614862.32,815885.31,534.37,3,530,BBK,131,,,
BBKNS_530E_016,614863.67,815883.13,534.44,2.6,530,BBK,131,,,
BBKNS_530E_017,614865.91,815880.26,534.53,2.3,530,BBK,131,,,
BBKNS_530E_018,614868.15,815878.07,534.6,2.1,530,BBK,131,,,
BBKNS_530E_019,614870.13,815876.15,534.66,2.7,530,BBK,131,,,
BBKNS_530E_020,614872.22,815872.71,534.66,2.8,530,BBK,131,,,
BBKNS_530E_021,614876.36,815867.87,534.66,3.2,530,BBK,131,,,
BBKNS_530E_022,614877.65,815867.58,534.66,2.25,530,BBK,131,,,
BBKNS_530E_023,614878.95,815867.11,534.66,2.6,530,BBK,131,,,
BHWS 490_E_18N_005,615009.73,815917.5,490,2.7,490,BHWS,110,J. CUYOS,8-Sep-16,MPSA-225-XI-2005
BHWS 490_E_18N_006,615010.61,815916.36,490,2.8,490,BHWS,110,E. FAUSTINO,11/9/2016,MPSA-225-XI-2005
BHWS 490_E_30N_003,614982.1,815992.63,490,2.8,490,BHWS,110,CABATAS,7/30/2016,MPSA-225-XI-2005
BHWS 509_W_003,615375.47,815440.82,511.91,3.1,509,BHWS,113,,,MPSA-225-XI-2005
BHWS 509_W_004,615372.9,815440.96,511.98,4,509,BHWS,113,E. FAUTINO,8/21/2016,MPSA-225-XI-2005
BHWS 509_W_005,615369.06,815443.02,512.01,3.7,509,BHWS,113,CABATAS,8/30/2016,MPSA-225-XI-2005
BHWS 509_W_006,615365.36,815446.77,511.46,3,509,BHWS,113,CABATAS,9-Nov-16,MPSA-225-XI-2005
BHWS 509_W_008,615364,815454.08,511.45,3.8,509,BHWS,113,,,MPSA-225-XI-2005
BHWS 509_W_009,615363.63,815455.13,511.42,2.6,509,BHWS,113,CABATAS,9/16/2016,MPSA-225-XI-2005
BHWS 509_W_010,615363.27,815456.23,511.04,3.4,509,BHWS,113,SUNGANGA,9/30/2016,MPSA-225-XI-2005
BHWS 509_W_011,615362.76,815457.82,511.37,2.7,509,BHWS,113,J. CUYOS,10-Apr-16,MPSA-225-XI-2005
BHWS 509_W_012,615361.43,815459.41,511.42,3.1,509,BHWS,113,E. FAUTINO,10-Sep-16,MPSA-225-XI-2005
BHWS 509_W_013,615360.87,815460.31,511.8,3.6,509,BHWS,113,J. CUYOS,10-Nov-16,MPSA-225-XI-2005
BHWS 509_W_015,615356.17,815468.16,514.22,3.9,509,BHWS,113,S. SANA,10/18/2016,MPSA-225-XI-2005
BHWS 526_E_60S_002,615513,815332,529.15,4.5,526,BHWS,113,J. CUYOS,1-Aug-15,MPSA-225-XI-2005
BHWS 526_E_60S_003,615524,815325,529.15,2.4,526,BHWS,113,R. CHAVEZ,6-Aug-15,MPSA-225-XI-2005
BHWS 526_E_60S_004,615527,815324,529.31,3.6,526,BHWS,113,D. SUNGANGA,7-Aug-15,MPSA-225-XI-2005
BHWS 526_E_60S_006,615534,815322,529.51,3.5,526,BHWS,113,,,MPSA-225-XI-2005
BHWS 526_E_60S_007,615536,815321,529.58,2.5,526,BHWS,113,J. CUYOS,3-Aug-15,MPSA-225-XI-2005
BHWS 526_W_35S_002,615311.5,815506.78,530.55,3.4,526,BHWS,113,E. FAUSTINO,3/29/2016,MPSA-225-XI-2005
BHWS 526_W_35S_003,615304.97,815511.83,530.6,3.7,526,BHWS,113,D. SUNGANGA,4-Jan-16,MPSA-225-XI-2005
BHWS 526_W_35S_004,615304.33,815512.37,530.6,3.7,526,BHWS,113,J. CUYOS,4-Apr-16,MPSA-225-XI-2005
BHWS 526_W_35S_005,615303.29,815512.92,530.61,4,526,BHWS,113,D. LAOS,4-Aug-16,MPSA-225-XI-2005
BHWS 526_W_35S_006,615301.56,815513.96,530.62,3.4,526,BHWS,113,D. SUNGANGA,4/19/2016,MPSA-225-XI-2005
BHWS 526_W_35S_007,615298.62,815514.89,530.63,3.5,526,BHWS,113,L. BITANG,4/20/2016,MPSA-225-XI-2005
BHWS 526_W_35S_008,615294.98,815516.15,530.64,3.5,526,BHWS,113,,11/25/2016,MPSA-225-XI-2005
BHWS 526_W_35S_009,615285.39,815526.73,530.52,6.2,526,BHWS,113,,1-Dec-16,MPSA-225-XI-2005
BHWS 526_W_35S_012,615276.81,815544.84,530.59,3.4,526,BHWS,113,D. SUNGANGA,7-Dec-16,MPSA-225-XI-2005
BHWS 526_W_35S_013,615271.29,815550.33,530.47,4.8,526,BHWS,113,D. SUNGANGA,10-Dec-16,MPSA-225-XI-2005
BHWS 526_W_35S_015,615265,815559.4,529.79,3.9,526,BHWS,113,D. SUNGANGA,14-Dec-16,MPSA-225-XI-2005
BHWS 526_W_44S_001,615397.5,815424.24,529.29,3.3,526,BHWS,113,J. CUYOS,11-Aug-15,MPSA-225-XI-2005
BHWS 526_W_44S_002,615395.75,815426.08,529.35,2.5,526,BHWS,113,J. CUYOS,15-Aug-15,MPSA-225-XI-2005
BHWS 526_W_44S_003,615366.38,815432.54,529.99,5.9,526,BHWS,113,E. FAUSTINO,2-Sep-15,MPSA-225-XI-2005
BHWS_470_52S_E_001,615465,815409,470,3.4,470,BHWS,113,E. FAUSTINO,4/6/2019,
BHWS_470_52S_E_003,615470,815406,470,5.2,470,BHWS,113,R. YBAÑEZ,10/6/2019,
BHWS_470_52S_E_004,615472,815405,470,4.2,470,BHWS,113,R. PARADIANG,6/14/2019,
BHWS_470_52S_E_005,615472,815404,470,6.8,470,BHWS,113,O. SUNGANGA,6/18/2019,
BHWS_470_52S_E_008,615482,815388,470,4.6,470,BHWS,114,E. FAUSTINO,7/3/2019,
BHWS_470_52S_E_009,615492,815382,470,4,470,BHWS,114,A. VINLUAN,7/8/2019,
BHWS_470_52S_E_010,615498,815377,470,4.2,470,BHWS,114,R. PARADIANG,7/20/2019,
BHWS_470_52S_E_011,615500,815375,470,4.7,470,BHWS,114,E. FAUSTINO,7/23/2019,
BHWS_470_52S_E_012,615506,815370,470,3.5,470,BHWS,114,E. FAUSTINO,7/29/2019,
BHWS_470_52S_E_014,615513,815364,470,2.8,470,BHWS,114,R. YBAÑEZ,3/8/2019,
BHWS_470_52S_E_015,615515,815363,470,4.6,470,BHWS,114,R. YBAÑEZ,5/8/2019,
BHWS_470_52S_E_017,615520,815361,470,3.7,470,BHWS,114,E. FAUSTINO,9/8/2019,
BHWS_470_52S_E_018,615522,815358,470,4.3,470,BHWS,114,E. FAUSTINO,8/13/2019,
BHWS_470_52S_E_019,615526,815357,470,4.5,470,BHWS,114,R. SUMBAGUE,8/16/2019,
BHWS_470_52S_E_021,615532,815354,470,3.4,470,BHWS,114,E. FAUSTINO,8/23/2019,
BHWS_470_52S_E_022,615542,815353,470,3.4,470,BHWS,114,R.YBAÑEZ,8/27/2019,
BHWS_470_52S_E_023,615547,815352,470,2.6,470,BHWS,114,E. FAUSTINO,10/9/2019,
BHWS_470_52S_E_024,615551,815350,470,3.5,470,BHWS,114,E. FAUSTINO,12/9/2019,
BHWS_470_52S_E_025,615553,815350,470,4.4,470,BHWS,114,O. SUNGANGA,9/15/2019,
BHWS_470_52S_E_026,615556,815349,470,4,470,BHWS,114,E. FAUSTINO,9/19/2019,
BHWS_470_52S_E_027,615555,815347,470,4.2,470,BHWS,114,O. SUNGANGA,9/22/2019,
BHWS_470_52S_E_028,615558.77,815342.48,470,3.7,470,BHWS,114,,,
BHWS_470_52S_E_030,615564.88,815339.33,470,3.3,470,BHWS,114,,,
BHWS_470_52S_E_031,615567.75,815337.55,470,4.9,470,BHWS,114,,,
BHWS_470_52S_E_032,615569.78,815336.14,470,4.7,470,BHWS,114,,,
BHWS_470_52S_E_033,615571.58,815334.88,470,3.6,470,BHWS,114,,,
BHWS_470_52S_E_034,615573.02,815333.83,470,4.8,470,BHWS,114,,,
BHWS_470_60S_E_001,615544,815368,470,3.5,470,BHWS,113,R. PARADIANG,9/19/2019,
BHWS_470_60S_E_003,615549.78,815366.75,470,3.5,470,BHWS,113,,,
BHWS_470_60S_E_005,615554.16,815363.96,470,4.2,470,BHWS,113,,,
BHWS_470_60S_E_006,615557.26,815361.99,470,4.4,470,BHWS,113,,,
BHWS_485_45S_W_001,615380.87,815458.79,485,3.7,485,BHWS,113,R. YBAÑEZ,2/21/2019,
