Start X,Start Y,Angle
615971.0331,814766.9184,295
615978.6235,814762.8245,296
615980.82,814761.6421,298
615988.4252,814757.1759,297
615991.3991,814755.473,292
615995.8485,814752.3173,293
615998.9213,814750.9694,282
616002.233,814749.8712,289
616004.8789,814748.6748,289
616007.2099,814748.2593,281
616017.5135,814747.304,270
616020.9775,814747.1151,272
616024.4209,814746.9254,277
616037.2098,814745.7504,265
616042.97,814746.2866,272
616047.7898,814746.7112,273
616053.7217,814747.0574,264
